id_cliente,data_entrada,data_saida,reativacao,data_reativacao,idade,cep,possui_internet_basica,possui_internet_fibra,possui_streaming,churn
74,2024-04-20,2024-12-08,False,,23,80010,False,True,False,True
75,2025-08-07,2025-11-10,False,,42,2011,False,True,False,True
76,2025-02-08,,False,,68,70040,False,True,False,False
77,2024-10-07,2025-02-07,False,,42,30130,False,True,False,True
78,2024-07-12,,False,,22,90430,True,False,True,False
79,2025-04-25,,False,,70,70040,False,True,True,False
80,2025-07-24,,False,,54,50030,False,True,False,False
81,2026-03-11,,False,,44,70040,False,True,False,False
82,2025-01-07,,False,,40,20040,False,True,True,False
83,2024-05-16,,False,,59,22290,False,True,False,False
84,2025-12-09,,False,,38,1310,False,True,False,False
85,2025-06-19,2025-08-10,False,,60,80010,True,False,False,True
86,2025-08-18,,False,,52,51020,False,True,True,False
87,2024-03-23,,False,,48,50030,False,True,False,False
88,2024-09-22,2024-11-23,True,2024-12-23,47,70040,True,True,False,True
89,2025-10-15,2025-12-10,False,,43,20040,True,False,True,True
90,2025-12-09,,False,,59,60160,False,True,False,False
91,2025-01-05,2025-04-07,False,,34,4538,False,False,True,True
92,2025-11-15,,False,,24,30140,True,True,True,False
93,2025-12-17,,False,,53,60160,True,True,True,False
94,2024-11-25,,False,,53,30140,False,False,True,False
95,2026-02-03,,False,,51,5422,True,False,True,False
96,2024-09-02,,False,,50,22290,True,False,False,False
97,2024-07-22,,False,,41,90010,False,False,True,False
98,2025-08-03,,False,,55,5422,True,False,True,False
99,2025-06-25,,False,,44,90430,True,False,False,False
100,2024-04-28,,False,,39,70040,True,False,False,False
101,2025-12-09,,False,,41,22640,False,True,True,False
102,2024-06-19,,False,,71,20040,False,True,True,False
103,2025-11-15,2026-04-14,False,,22,51020,False,False,True,True
104,2024-01-07,,False,,51,30140,True,False,False,False
105,2025-11-09,2026-01-15,False,,23,41820,True,False,False,True
106,2025-10-31,,False,,44,70040,True,False,False,False
107,2025-10-26,,False,,39,4538,False,False,True,False
108,2025-07-19,,False,,18,70040,False,True,False,False
109,2025-02-05,,False,,50,70673,True,True,True,False
110,2025-08-23,2025-12-20,False,,40,70040,False,True,False,True
111,2024-08-23,,False,,18,51020,True,True,True,False
112,2025-10-26,,False,,56,60811,True,False,False,False
113,2025-04-17,,False,,64,50030,False,True,False,False
114,2025-01-25,,False,,64,80240,True,False,True,False
115,2025-03-06,,False,,50,80010,False,True,True,False
116,2025-04-28,,False,,46,90430,True,True,True,False
117,2024-02-01,,False,,62,22290,True,False,False,False
118,2024-04-28,,False,,67,51020,True,True,True,False
119,2024-07-27,,False,,60,60160,True,False,True,False
120,2024-04-07,2024-07-03,False,,33,22290,False,False,True,True
121,2025-01-09,,False,,48,60811,False,True,False,False
122,2025-07-22,,False,,51,60160,True,False,True,False
123,2025-07-10,,False,,21,70040,False,True,False,False
124,2025-02-04,,False,,51,60811,True,False,True,False
125,2025-12-28,,False,,75,5422,True,False,True,False
126,2025-04-26,2025-10-13,True,2026-01-04,53,1310,False,False,True,True
127,2024-03-08,2024-06-26,False,,64,30130,True,False,False,True
128,2025-10-13,,False,,47,80240,False,True,True,False
129,2025-05-03,2025-09-18,False,,44,30130,False,False,True,True
130,2025-06-24,,False,,50,69005,False,True,False,False
131,2025-04-26,2025-06-17,False,,34,22290,True,False,False,True
132,2025-04-16,,False,,32,22290,True,False,True,False
133,2024-03-18,,False,,61,90010,False,True,True,False
134,2025-04-20,,False,,63,1310,True,False,True,False
135,2025-11-07,2026-03-05,True,2026-05-21,32,40020,False,False,True,True
136,2024-09-15,,False,,58,30130,False,False,True,False
137,2025-05-28,2025-09-24,True,2025-11-03,44,69058,True,False,True,True
138,2024-01-27,,False,,49,40020,False,True,False,False
139,2024-10-22,,False,,51,1310,True,False,True,False
140,2025-01-06,,False,,58,4538,False,True,True,False
141,2026-04-16,,False,,46,4538,True,False,False,False
142,2024-07-01,,False,,63,69005,False,True,True,False
143,2024-08-23,,False,,49,90430,True,True,True,False
144,2024-12-13,2025-08-15,False,,53,70040,False,False,True,True
145,2026-04-24,,False,,34,20040,False,True,True,False
146,2025-12-27,,False,,73,60160,True,False,False,False
147,2024-01-30,,False,,51,20040,True,False,False,False
148,2024-07-18,,False,,54,40020,False,False,True,False
149,2025-11-30,2026-05-31,False,,24,41820,False,False,True,True
150,2024-02-19,2024-08-27,True,2024-10-02,34,22290,False,False,True,True
151,2025-12-29,,False,,61,70673,False,True,False,False
152,2024-08-27,2025-03-14,False,,49,20040,False,False,True,True
153,2026-02-19,2026-05-19,False,,20,30140,True,False,False,True
154,2024-09-06,,False,,58,69058,True,True,True,False
155,2025-01-04,,False,,38,40020,False,True,False,False
156,2025-07-17,,False,,63,60160,True,False,False,False
157,2024-04-17,2024-09-08,False,,44,80010,False,True,True,True
158,2025-04-19,2025-07-04,True,2025-08-28,48,20040,False,True,False,True
159,2025-03-05,,False,,60,40020,True,True,False,False
160,2025-10-29,2026-04-10,False,,33,70673,True,False,False,True
161,2026-04-27,2026-05-30,False,,32,2011,False,False,True,True
162,2025-07-19,,False,,42,30140,False,True,False,False
163,2024-12-14,,False,,56,90010,False,True,False,False
164,2024-12-11,,False,,28,41820,False,True,True,False
165,2024-12-21,2025-06-24,True,2025-08-21,23,20040,True,False,False,True
166,2025-11-23,,False,,56,60160,True,False,False,False
167,2024-09-30,,False,,37,30140,True,False,True,False
168,2024-05-22,2024-10-26,False,,40,22290,True,False,False,True
169,2024-10-11,2024-11-19,False,,21,2011,False,False,True,True
170,2024-01-20,,False,,36,50030,True,False,False,False
171,2024-03-31,,False,,45,30130,False,False,True,False
172,2024-03-17,2024-10-17,False,,57,70673,True,False,True,True
173,2025-10-18,,False,,35,20040,False,True,True,False
174,2025-09-06,,False,,67,90430,False,True,True,False
175,2025-08-15,2026-02-03,False,,36,50030,False,True,True,True
176,2025-01-28,,False,,36,30130,True,False,False,False
177,2025-09-02,2026-02-03,False,,65,69005,True,False,False,True
178,2024-05-17,,False,,48,1310,False,False,True,False
179,2026-02-05,,False,,38,5422,True,False,True,False
180,2025-03-02,2025-07-10,False,,43,80240,False,True,False,True
181,2026-03-09,,False,,63,40020,True,False,False,False
182,2024-05-09,,False,,64,22290,True,False,True,False
183,2025-02-27,,False,,34,80240,False,True,False,False
184,2025-08-15,,False,,44,22640,True,False,True,False
185,2025-02-25,,False,,46,80240,False,True,True,False
186,2025-01-14,2025-04-04,False,,32,90430,False,True,False,True
187,2024-05-21,,False,,44,69058,False,True,False,False
188,2024-11-20,,False,,45,70040,False,True,False,False
189,2024-07-22,,False,,60,90430,False,False,True,False
190,2024-09-13,,False,,61,80240,False,False,True,False
191,2025-08-04,2026-02-04,False,,41,22640,False,False,True,True
192,2025-06-20,,False,,42,22290,False,True,False,False
193,2025-05-31,,False,,54,69058,False,True,True,False
194,2024-11-03,,False,,37,20040,False,True,False,False
195,2026-03-27,,False,,53,50030,False,True,False,False
196,2024-03-15,2024-11-05,False,,44,5422,False,False,True,True
197,2024-10-18,,False,,32,50030,False,True,False,False
198,2024-04-10,,False,,33,2011,True,True,False,False
199,2024-10-15,,False,,64,69058,True,False,False,False
200,2026-03-29,,False,,43,90430,False,True,False,False
201,2024-11-07,,False,,66,4538,False,True,False,False
202,2026-02-12,2026-03-27,False,,38,40020,False,False,True,True
203,2025-02-25,,False,,49,90010,False,True,False,False
204,2025-08-18,2025-10-17,True,2026-01-02,75,22640,True,False,False,True
205,2025-01-24,2025-08-01,False,,31,22290,False,True,False,True
206,2024-08-14,2024-09-28,False,,20,40020,True,False,False,True
207,2025-10-12,,False,,62,41820,True,False,False,False
208,2026-04-04,2026-05-09,False,,34,22640,True,False,False,True
209,2024-08-12,2025-04-09,True,2025-06-29,45,60160,True,False,False,True
210,2025-10-24,,False,,37,22290,True,True,False,False
211,2024-08-10,,False,,48,4538,True,False,True,False
212,2025-09-02,,False,,33,90010,True,True,True,False
213,2025-11-02,,False,,43,5422,True,True,True,False
214,2025-01-17,,False,,51,22290,True,False,False,False
215,2025-09-19,,False,,32,70673,True,True,False,False
216,2024-08-19,,False,,36,22290,False,True,True,False
217,2024-03-08,,False,,40,20040,True,True,False,False
218,2024-03-23,,False,,26,40020,True,False,False,False
219,2025-01-15,,False,,40,80240,True,False,True,False
220,2026-02-07,,False,,47,51020,True,False,False,False
221,2024-04-18,,False,,40,80240,True,False,False,False
222,2025-01-22,2025-05-30,False,,41,70673,True,False,False,True
223,2025-08-22,,False,,45,22290,False,True,False,False
224,2024-06-21,,False,,36,50030,True,True,True,False
225,2025-09-06,2026-01-23,False,,54,20040,True,True,False,True
226,2024-09-17,,False,,64,20040,True,False,False,False
227,2025-11-19,2026-04-10,False,,39,51020,False,True,True,True
228,2025-05-07,,False,,51,41820,False,True,False,False
229,2025-04-10,,False,,42,90010,True,False,True,False
230,2024-05-30,,False,,50,1310,True,False,False,False
231,2025-01-29,2025-04-27,False,,65,5422,False,False,True,True
232,2025-12-29,2026-02-25,False,,52,70673,False,False,True,True
233,2024-01-17,,False,,22,41820,True,True,False,False
234,2025-10-07,,False,,51,70040,False,True,False,False
235,2025-02-23,2025-07-01,False,,61,1310,False,True,False,True
236,2025-09-04,,False,,42,2011,False,False,True,False
237,2025-07-18,2025-12-15,False,,58,80240,True,False,False,True
238,2025-01-02,,False,,36,40020,False,True,True,False
239,2024-09-19,2025-04-22,False,,26,1310,False,True,False,True
240,2025-06-17,2025-08-09,False,,47,1310,False,False,True,True
241,2024-04-29,2024-11-01,False,,22,22290,False,True,False,True
242,2025-05-12,,False,,42,4538,True,False,False,False
243,2024-03-21,2024-12-03,False,,62,80010,True,False,True,True
244,2025-07-07,2026-04-17,False,,20,5422,True,False,False,True
245,2025-06-19,2026-01-05,False,,28,90430,False,True,False,True
246,2024-03-12,,False,,32,50030,False,False,True,False
247,2025-10-06,,False,,44,69058,True,False,True,False
248,2024-12-19,,False,,40,69005,True,False,True,False
249,2025-10-31,,False,,63,22290,True,False,False,False
250,2024-02-05,,False,,57,1310,True,False,False,False
251,2024-06-01,2025-01-24,False,,51,22640,False,False,True,True
252,2025-02-24,,False,,47,40020,False,False,True,False
253,2024-06-09,,False,,50,4538,False,True,False,False
254,2024-10-07,2025-08-02,False,,34,30130,False,True,False,True
255,2025-07-16,2026-03-13,False,,56,22290,False,False,True,True
256,2024-05-02,,False,,31,20040,True,True,True,False
257,2025-07-30,2026-01-23,False,,56,40020,False,True,False,True
258,2024-03-28,,False,,60,90430,False,True,True,False
259,2024-05-29,,False,,48,80010,False,True,False,False
260,2025-05-15,2025-12-18,False,,43,60811,True,False,True,True
261,2025-11-06,,False,,50,4538,True,False,False,False
262,2024-05-25,,False,,18,5422,True,True,True,False
263,2024-09-12,,False,,49,30140,True,False,False,False
264,2026-02-26,2026-05-31,False,,44,90430,False,False,True,True
265,2026-04-22,,False,,44,80240,True,False,True,False
266,2025-05-09,,False,,54,4538,False,False,True,False
267,2025-01-15,,False,,44,69005,True,False,False,False
268,2024-10-22,,False,,30,22640,True,True,True,False
269,2025-06-05,,False,,43,30130,False,True,False,False
270,2025-05-17,,False,,46,90010,False,False,True,False
271,2024-09-07,,False,,46,69005,True,False,True,False
272,2024-01-20,,False,,47,90430,False,True,True,False
273,2024-05-08,2025-02-12,False,,59,69005,True,False,True,True
274,2026-03-26,2026-05-03,False,,31,2011,False,False,True,True
275,2024-12-21,,False,,47,90010,True,False,False,False
276,2025-02-14,,False,,62,51020,False,False,True,False
277,2025-02-01,,False,,22,80010,True,False,False,False
278,2025-10-28,2026-02-19,False,,47,30130,True,False,True,True
279,2024-02-25,,False,,37,69058,False,True,False,False
280,2024-03-11,,False,,40,5422,False,False,True,False
281,2024-08-22,,False,,33,30140,False,False,True,False
282,2025-02-18,,False,,43,60160,True,False,False,False
283,2025-07-25,,False,,69,60811,False,True,False,False
284,2025-02-21,2025-11-23,False,,29,69058,True,False,False,True
285,2025-01-10,,False,,30,60811,True,True,True,False
286,2026-03-09,2026-05-06,False,,28,1310,False,False,True,True
287,2024-05-17,,False,,67,69005,True,False,False,False
288,2025-05-01,,False,,39,70040,True,False,True,False
289,2025-04-06,2025-09-26,False,,45,90430,True,False,False,True
290,2025-02-06,2025-09-25,True,2025-10-28,40,30140,False,False,True,True
291,2025-11-18,2026-02-18,True,2026-04-03,33,51020,False,False,True,True
292,2024-08-15,,False,,42,80240,False,True,False,False
293,2026-03-22,,False,,75,60160,False,True,False,False
294,2024-10-09,,False,,63,2011,False,True,True,False
295,2025-04-08,,False,,34,2011,True,False,False,False
296,2025-03-19,,False,,53,70040,True,False,True,False
297,2025-12-24,2026-04-20,False,,34,1310,True,False,False,True
298,2025-01-08,,False,,22,40020,False,True,False,False
299,2024-08-30,2025-05-29,False,,58,22290,False,False,True,True
300,2024-01-19,,False,,60,80240,False,False,True,False
301,2024-11-05,,False,,59,4538,False,True,True,False
302,2025-12-04,2026-05-16,False,,39,2011,True,False,False,True
303,2024-01-09,,False,,43,90010,True,False,True,False
304,2026-02-01,,False,,55,22640,True,True,True,False
305,2025-04-06,,False,,50,20040,False,True,True,False
306,2024-04-29,,False,,40,20040,False,True,False,False
307,2024-09-14,,False,,24,20040,False,True,True,False
308,2025-04-16,,False,,46,90010,False,True,False,False
309,2024-09-25,,False,,59,2011,False,True,False,False
310,2024-04-02,2025-03-14,False,,29,30130,True,False,False,True
311,2025-07-20,,False,,53,90430,False,True,True,False
312,2025-07-26,,False,,49,80010,False,True,False,False
313,2024-04-11,,False,,55,80240,False,True,True,False
314,2024-08-27,,False,,56,22290,True,False,False,False
315,2024-07-26,2025-04-17,False,,36,69005,True,False,True,True
316,2025-07-15,2026-03-21,True,2026-05-13,24,30140,True,False,False,True
317,2025-09-13,,False,,38,22290,False,False,True,False
318,2025-09-10,,False,,57,60811,True,False,False,False
319,2026-03-09,,False,,38,90430,True,True,True,False
320,2025-10-16,2026-04-16,False,,36,90010,True,True,True,True
321,2024-09-29,,False,,21,60811,False,False,True,False
322,2024-04-01,2024-08-18,True,2024-11-16,68,4538,False,False,True,True
323,2025-06-07,,False,,56,51020,True,False,False,False
324,2026-02-18,,False,,55,90430,False,True,False,False
325,2026-04-09,,False,,58,30130,False,True,False,False
326,2024-07-14,,False,,52,22290,True,False,True,False
327,2024-07-20,,False,,42,5422,False,True,True,False
328,2024-02-01,,False,,43,69005,True,False,False,False
329,2024-04-30,,False,,39,5422,True,False,False,False
330,2025-04-17,,False,,75,22290,False,True,False,False
331,2025-04-10,,False,,52,40020,False,True,False,False
332,2024-11-11,,False,,39,40020,True,False,True,False
333,2024-09-20,,False,,51,2011,False,True,True,False
334,2025-12-07,2026-05-19,False,,32,51020,False,True,False,True
335,2025-01-26,,False,,65,80010,True,True,True,False
336,2025-11-18,2026-03-12,False,,36,60160,False,False,True,True
337,2026-03-30,,False,,52,4538,False,True,False,False
338,2024-09-26,,False,,59,1310,True,False,False,False
339,2024-06-21,,False,,50,90010,True,True,True,False
340,2026-03-21,,False,,46,5422,False,False,True,False
341,2025-06-24,2026-04-20,False,,45,80010,False,True,True,True
342,2024-09-04,,False,,44,1310,True,True,True,False
343,2025-06-13,,False,,38,50030,False,False,True,False
344,2025-03-14,,False,,39,60811,False,True,True,False
345,2026-02-09,,False,,64,51020,True,False,True,False
346,2024-08-05,,False,,44,69005,True,False,False,False
347,2026-04-23,,False,,35,60811,True,False,False,False
348,2026-03-07,,False,,38,70040,False,True,False,False
349,2024-06-02,,False,,59,30140,False,True,True,False
350,2024-05-20,,False,,54,60811,True,True,True,False
351,2025-03-29,,False,,52,69005,False,True,True,False
352,2024-02-08,2024-05-19,True,2024-07-07,42,69058,False,False,True,True
353,2024-09-11,,False,,52,50030,True,False,False,False
354,2025-01-05,2025-05-17,False,,37,20040,False,True,False,True
355,2026-04-04,,False,,42,69005,True,False,True,False
356,2026-04-24,,False,,58,69005,True,False,True,False
357,2024-05-08,,False,,56,90430,False,True,False,False
358,2026-01-28,2026-04-26,False,,32,60160,False,False,True,True
359,2024-03-18,2024-10-25,False,,34,80240,True,False,False,True
360,2025-09-29,2026-01-23,False,,46,69005,False,False,True,True
361,2025-12-20,,False,,67,4538,True,True,True,False
362,2026-01-28,,False,,20,60160,False,True,True,False
363,2024-07-09,,False,,49,4538,True,False,True,False
364,2026-01-30,,False,,27,22640,False,True,False,False
365,2024-04-08,2024-07-20,False,,37,5422,False,True,False,True
366,2025-03-17,,False,,40,70673,True,False,False,False
367,2025-02-03,2025-05-19,True,2025-07-29,40,20040,False,True,False,True
368,2024-09-25,,False,,38,69005,False,False,True,False
369,2024-01-19,,False,,45,80240,True,False,True,False
370,2025-10-18,,False,,38,60811,True,False,False,False
371,2024-10-12,2025-07-09,False,,26,22290,True,False,False,True
372,2025-07-17,,False,,55,1310,False,False,True,False
373,2024-12-15,,False,,55,50030,False,True,True,False
374,2024-11-13,,False,,56,40020,False,True,True,False
375,2026-01-24,,False,,25,80010,False,True,True,False
376,2024-03-21,,False,,49,51020,False,True,True,False
377,2025-09-18,2025-10-22,True,2025-12-17,54,51020,False,True,True,True
378,2025-09-27,,False,,32,80240,True,False,False,False
379,2024-11-19,2025-01-27,False,,45,69058,True,False,False,True
380,2024-08-11,,False,,43,40020,True,False,False,False
381,2024-01-05,2024-12-06,False,,69,90430,False,False,True,True
382,2026-03-08,2026-05-30,False,,70,30130,True,False,False,True
383,2026-03-17,2026-04-19,False,,23,1310,False,True,False,True
384,2024-07-24,,False,,75,20040,False,True,True,False
385,2024-01-28,,False,,33,41820,False,True,False,False
386,2024-04-14,,False,,58,40020,False,True,False,False
387,2024-02-27,,False,,58,22640,True,True,True,False
388,2025-12-08,,False,,32,90010,True,False,True,False
389,2026-01-29,,False,,51,2011,False,True,True,False
390,2024-05-10,,False,,44,22290,True,False,True,False
391,2025-09-27,2025-11-26,False,,52,69005,True,False,False,True
392,2024-06-01,,False,,48,30140,False,True,False,False
393,2024-11-08,2025-03-27,False,,61,20040,True,False,False,True
394,2025-05-25,,False,,46,70673,False,True,True,False
395,2025-09-04,,False,,43,30140,True,True,True,False
396,2026-01-14,,False,,59,41820,False,True,True,False
397,2024-02-08,,False,,53,69058,True,False,True,False
398,2024-06-16,2025-01-25,True,2025-03-24,55,80240,False,False,True,True
399,2024-08-26,,False,,36,80240,False,True,False,False
400,2024-09-21,,False,,31,30130,True,False,True,False
401,2026-04-29,,False,,38,80240,False,True,False,False
402,2025-10-23,,False,,37,22640,False,True,False,False
403,2024-09-29,,False,,55,1310,False,True,False,False
404,2026-04-07,,False,,58,60160,False,True,False,False
405,2025-02-28,2025-06-01,False,,43,70040,True,False,False,True
406,2025-03-02,,False,,64,70673,True,False,True,False
407,2025-01-04,,False,,63,4538,True,False,True,False
408,2024-05-02,2025-04-22,False,,48,51020,True,False,False,True
409,2026-03-06,2026-05-03,False,,34,2011,True,False,True,True
410,2024-01-12,2024-08-06,False,,65,30140,False,True,False,True
411,2024-05-28,2024-08-30,False,,44,51020,False,False,True,True
412,2024-07-14,2024-11-22,False,,47,70040,True,True,True,True
413,2024-08-25,,False,,41,69005,False,True,False,False
414,2024-04-22,2025-01-20,False,,33,20040,False,False,True,True
415,2024-01-16,2024-09-11,False,,26,40020,True,False,False,True
416,2025-07-30,,False,,53,69058,True,True,True,False
417,2026-04-04,,False,,35,80240,True,True,True,False
418,2024-04-13,,False,,75,40020,True,False,False,False
419,2024-09-09,,False,,31,30140,False,True,True,False
420,2025-03-06,2025-06-18,True,2025-08-30,29,41820,True,False,False,True
421,2026-02-28,,False,,52,60811,True,False,False,False
422,2025-08-13,2026-01-05,False,,65,40020,False,False,True,True
423,2025-10-14,2025-12-20,False,,46,69005,True,False,False,True
424,2025-05-09,,False,,52,80240,False,True,True,False
425,2024-12-20,2025-06-02,True,2025-07-28,21,80240,False,False,True,True
426,2024-06-19,,False,,36,22640,False,False,True,False
427,2026-01-05,,False,,31,40020,True,False,False,False
428,2025-11-15,,False,,20,60160,True,False,True,False
429,2024-01-22,,False,,47,90430,True,False,False,False
430,2025-08-31,,False,,18,20040,True,False,False,False
431,2024-03-12,,False,,28,80010,False,True,True,False
432,2025-09-20,,False,,38,41820,True,False,False,False
433,2025-12-03,,False,,34,69005,False,True,False,False
434,2024-04-21,,False,,50,5422,False,True,False,False
435,2025-01-04,2025-04-15,True,2025-06-26,49,5422,True,False,False,True
436,2024-04-15,2025-04-04,False,,57,30140,True,False,True,True
437,2025-04-27,,False,,55,5422,False,True,False,False
438,2026-02-28,,False,,60,69058,True,False,True,False
439,2024-03-09,,False,,45,70040,False,True,False,False
440,2024-12-04,,False,,49,80010,True,False,True,False
441,2026-04-08,,False,,52,20040,False,True,True,False
442,2024-09-13,,False,,47,70040,True,True,True,False
443,2024-04-22,2024-08-28,False,,40,69058,True,False,False,True
444,2025-02-19,2025-08-24,False,,41,70673,True,False,False,True
445,2025-03-08,2025-11-05,False,,34,1310,False,False,True,True
446,2025-07-18,,False,,50,20040,True,False,False,False
447,2024-09-23,,False,,44,69058,False,False,True,False
448,2026-03-24,2026-04-24,False,,36,69058,False,False,True,True
449,2025-03-19,,False,,36,20040,False,True,True,False
450,2024-08-31,,False,,29,90010,True,False,True,False
451,2026-03-28,2026-05-04,False,,58,4538,False,True,False,True
452,2026-02-26,,False,,46,80240,False,True,False,False
453,2025-02-28,,False,,34,5422,True,False,True,False
454,2024-01-22,,False,,56,51020,True,False,False,False
455,2025-05-22,,False,,38,69005,False,True,False,False
456,2025-04-17,2026-04-09,False,,27,2011,False,False,True,True
457,2024-05-06,2025-01-21,False,,58,70040,False,False,True,True
458,2025-06-23,,False,,38,4538,False,True,False,False
459,2025-12-16,2026-02-17,True,2026-04-13,40,22640,False,True,True,True
460,2024-03-31,,False,,46,4538,False,False,True,False
461,2025-09-07,2026-01-16,False,,60,22290,True,False,False,True
462,2024-04-29,,False,,45,69058,False,True,False,False
463,2025-09-29,,False,,29,1310,False,True,True,False
464,2024-12-22,2025-10-31,False,,52,60160,True,False,False,True
465,2024-01-06,,False,,39,4538,True,False,False,False
466,2026-04-02,,False,,70,80010,True,False,True,False
467,2024-05-21,,False,,45,70040,False,True,True,False
468,2025-05-22,,False,,18,69005,True,False,True,False
469,2024-06-03,2024-09-06,False,,50,20040,False,False,True,True
470,2026-03-05,2026-04-21,False,,70,2011,False,True,False,True
471,2025-09-20,,False,,65,41820,False,True,True,False
472,2025-11-15,,False,,69,40020,False,False,True,False
473,2025-01-02,2025-04-21,False,,32,40020,False,False,True,True
474,2025-02-01,,False,,57,1310,True,False,False,False
475,2025-06-23,2026-02-16,True,2026-04-23,36,22290,False,False,True,True
476,2025-10-29,,False,,48,51020,True,True,True,False
477,2025-12-21,,False,,28,90010,True,False,False,False
478,2024-01-16,,False,,37,90010,True,False,False,False
479,2025-07-18,,False,,36,22290,True,False,True,False
480,2024-04-02,2024-10-23,True,2024-12-21,57,22290,True,True,True,True
481,2024-09-02,,False,,55,69005,True,True,True,False
482,2025-12-06,,False,,49,40020,False,True,False,False
483,2024-08-01,,False,,27,5422,True,True,True,False
484,2025-11-09,2026-03-06,False,,41,69005,False,True,True,True
485,2025-01-29,2025-07-03,False,,35,80240,True,False,False,True
486,2024-07-16,,False,,56,22640,True,False,True,False
487,2024-10-11,,False,,60,30140,False,True,True,False
488,2025-03-27,2025-08-12,False,,59,40020,True,False,False,True
489,2025-10-13,2026-02-23,False,,35,30130,False,False,True,True
490,2025-05-30,,False,,18,80240,True,False,False,False
491,2026-03-05,,False,,22,40020,True,True,True,False
492,2026-01-08,,False,,63,2011,False,True,True,False
