id_cliente,data_atendimento,canal,duracao_segundos,nota
14,2026-03-09,telefone,1012,3.0
17,2025-03-21,whatsapp,473,2.5
17,2025-04-04,whatsapp,131,1.5
17,2025-04-25,telefone,735,3.0
17,2025-04-26,whatsapp,506,2.0
17,2025-05-15,telefone,235,4.0
17,2025-06-10,telefone,236,3.0
17,2025-06-15,whatsapp,323,5.0
20,2025-02-01,whatsapp,581,2.5
20,2025-02-14,telefone,97,3.5
20,2025-04-04,chat_site,592,1.5
20,2025-06-12,telefone,961,4.5
21,2025-04-06,whatsapp,208,1.5
21,2025-04-13,telefone,547,4.5
21,2025-05-15,telefone,593,2.0
21,2025-06-17,whatsapp,577,5.0
21,2025-06-26,telefone,206,3.0
21,2025-07-17,telefone,434,4.0
21,2025-07-21,telefone,443,5.0
23,2024-06-08,whatsapp,379,4.0
23,2024-07-07,telefone,906,3.5
23,2024-08-03,chat_site,795,3.5
23,2024-09-03,telefone,343,5.0
23,2024-09-07,whatsapp,194,4.0
23,2024-11-02,telefone,193,2.0
23,2024-11-13,telefone,1015,4.0
26,2025-07-08,whatsapp,430,3.5
26,2025-07-28,whatsapp,349,5.0
26,2025-08-09,telefone,799,3.0
26,2025-08-24,whatsapp,386,4.0
26,2025-09-22,telefone,348,4.5
26,2025-10-18,telefone,293,3.0
26,2025-11-21,telefone,851,4.5
26,2025-12-02,chat_site,707,5.0
26,2025-12-22,whatsapp,237,5.0
27,2025-01-22,telefone,771,5.0
27,2025-01-23,whatsapp,574,3.5
27,2025-02-08,chat_site,175,2.5
27,2025-02-24,telefone,892,1.5
27,2025-05-08,whatsapp,598,4.5
27,2025-05-13,chat_site,727,3.5
29,2025-07-13,whatsapp,135,1.0
29,2025-07-13,telefone,1123,1.0
29,2025-07-26,chat_site,499,3.0
29,2025-08-07,chat_site,411,3.5
29,2025-08-23,telefone,898,3.0
29,2025-09-16,telefone,996,3.0
29,2025-09-16,telefone,936,1.5
29,2025-09-21,telefone,1157,2.5
30,2025-08-21,chat_site,770,3.5
30,2025-09-01,whatsapp,481,3.0
30,2025-09-14,whatsapp,318,1.0
30,2025-09-30,telefone,1145,5.0
30,2025-10-13,whatsapp,219,2.0
30,2025-10-21,whatsapp,377,3.0
30,2025-10-21,whatsapp,292,1.0
31,2025-02-14,chat_site,619,4.0
31,2025-03-05,telefone,1048,3.5
31,2025-03-12,whatsapp,599,4.0
31,2025-05-17,telefone,122,3.0
31,2025-06-25,whatsapp,551,3.5
31,2025-07-07,chat_site,72,4.0
36,2024-03-19,whatsapp,301,5.0
36,2024-03-23,telefone,134,5.0
36,2024-05-25,whatsapp,143,2.5
36,2024-05-31,whatsapp,302,2.5
36,2024-07-17,telefone,670,4.0
36,2024-07-22,whatsapp,589,4.0
36,2024-07-26,whatsapp,178,4.0
36,2024-08-15,whatsapp,537,4.5
41,2024-06-02,chat_site,411,3.0
41,2024-07-12,whatsapp,372,3.0
41,2024-09-13,chat_site,447,3.5
41,2024-09-30,whatsapp,334,5.0
44,2025-03-09,whatsapp,177,1.5
44,2025-03-15,telefone,616,1.5
44,2025-03-20,telefone,619,2.5
44,2025-04-08,chat_site,225,4.0
44,2025-04-15,whatsapp,355,2.5
44,2025-04-25,whatsapp,409,3.5
44,2025-05-07,whatsapp,292,5.0
44,2025-05-18,whatsapp,361,4.5
45,2024-03-06,telefone,151,3.0
45,2024-03-13,telefone,1002,4.0
45,2024-03-20,whatsapp,512,3.5
45,2024-03-21,telefone,163,3.5
45,2024-03-29,telefone,914,1.0
45,2024-03-30,chat_site,655,4.0
47,2025-07-23,whatsapp,269,3.0
47,2025-07-28,whatsapp,466,1.0
47,2025-08-14,telefone,271,3.5
47,2025-09-09,telefone,608,3.0
47,2025-09-10,chat_site,228,1.5
47,2025-09-13,whatsapp,237,2.5
47,2025-09-13,chat_site,127,3.0
47,2025-09-16,chat_site,764,2.5
49,2025-08-03,whatsapp,217,5.0
49,2025-08-08,whatsapp,205,2.5
49,2025-10-29,whatsapp,488,3.5
49,2025-11-25,chat_site,264,3.5
49,2025-12-03,telefone,936,2.0
50,2025-11-03,chat_site,549,2.0
50,2025-11-20,whatsapp,329,2.5
50,2025-12-02,telefone,788,3.5
50,2025-12-07,telefone,790,4.5
50,2026-01-15,telefone,764,3.0
50,2026-02-02,whatsapp,284,3.5
50,2026-02-16,whatsapp,560,4.0
50,2026-03-05,whatsapp,210,4.0
50,2026-04-01,chat_site,798,5.0
50,2026-04-09,chat_site,461,3.5
51,2025-11-25,whatsapp,579,2.5
51,2025-11-30,chat_site,609,2.0
51,2026-01-02,telefone,1167,5.0
51,2026-03-28,telefone,922,1.5
53,2024-11-19,whatsapp,203,3.0
53,2024-12-01,chat_site,836,4.0
53,2024-12-18,whatsapp,119,2.0
53,2024-12-30,telefone,499,4.0
53,2025-02-10,chat_site,681,2.5
53,2025-02-15,chat_site,681,3.5
53,2025-04-06,telefone,1042,3.5
53,2025-04-23,telefone,349,5.0
54,2025-02-01,telefone,1091,5.0
54,2025-03-15,whatsapp,221,3.5
54,2025-03-23,telefone,1051,3.0
54,2025-04-20,telefone,298,4.0
54,2025-04-22,whatsapp,348,4.5
54,2025-07-26,telefone,1198,3.0
58,2024-05-12,whatsapp,535,4.0
58,2024-05-28,telefone,164,3.5
58,2024-06-24,whatsapp,245,1.5
58,2024-07-16,chat_site,883,2.5
58,2024-07-24,chat_site,299,1.5
58,2024-08-13,telefone,429,4.0
58,2024-10-10,whatsapp,345,4.5
59,2025-11-30,chat_site,110,3.5
59,2025-12-01,chat_site,531,3.0
60,2025-08-18,whatsapp,290,5.0
60,2025-09-01,chat_site,608,3.5
60,2025-09-20,whatsapp,566,4.5
60,2025-09-23,telefone,1155,2.5
60,2025-11-22,telefone,1182,2.0
60,2025-11-29,whatsapp,305,5.0
60,2026-01-06,telefone,516,2.0
60,2026-01-15,telefone,795,2.0
63,2024-11-19,chat_site,153,3.5
63,2025-01-11,whatsapp,334,2.0
65,2025-01-07,whatsapp,240,2.5
65,2025-02-08,telefone,343,4.0
65,2025-02-20,telefone,1049,2.0
65,2025-05-21,telefone,879,4.0
68,2025-01-15,whatsapp,107,4.5
68,2025-02-03,whatsapp,367,1.5
70,2025-02-21,whatsapp,102,5.0
70,2025-03-09,chat_site,363,4.0
70,2025-04-27,chat_site,309,4.0
70,2025-05-03,whatsapp,176,4.5
70,2025-05-11,telefone,474,2.5
70,2025-05-12,telefone,906,3.5
70,2025-07-16,telefone,909,3.5
70,2025-07-19,whatsapp,222,5.0
72,2024-08-13,telefone,731,5.0
72,2024-08-29,telefone,738,3.5
72,2024-09-09,chat_site,198,3.0
72,2024-09-13,telefone,780,2.5
72,2024-10-11,chat_site,617,3.0
72,2024-10-23,whatsapp,245,4.0
72,2024-11-07,telefone,1060,2.5
72,2024-11-14,whatsapp,517,5.0
73,2025-02-08,whatsapp,286,3.5
73,2025-03-14,telefone,542,3.5
73,2025-03-19,chat_site,419,3.5
73,2025-04-15,chat_site,185,3.0
73,2025-04-20,telefone,610,3.5
73,2025-06-18,telefone,470,2.0
73,2025-06-26,whatsapp,313,3.5
74,2024-10-06,telefone,200,4.5
74,2024-10-09,chat_site,482,1.5
74,2024-11-02,telefone,1186,4.5
74,2024-11-03,whatsapp,388,2.0
74,2024-11-09,whatsapp,263,3.0
74,2024-11-14,telefone,476,3.0
74,2024-11-18,whatsapp,332,2.5
74,2024-12-03,telefone,609,2.5
74,2024-12-05,telefone,458,2.5
75,2025-09-06,telefone,621,1.0
75,2025-10-04,whatsapp,341,3.0
75,2025-10-08,telefone,240,2.5
75,2025-10-11,whatsapp,578,1.0
75,2025-10-13,telefone,189,1.5
75,2025-10-20,chat_site,307,2.5
75,2025-11-06,telefone,336,4.0
75,2025-11-06,telefone,703,1.0
75,2025-11-07,chat_site,575,3.5
75,2025-11-09,chat_site,885,1.5
76,2025-02-24,whatsapp,520,2.5
76,2025-03-14,telefone,1017,1.5
76,2025-06-12,chat_site,400,3.0
79,2025-04-28,telefone,589,4.5
79,2025-05-06,chat_site,509,5.0
79,2025-07-29,telefone,172,2.5
79,2025-08-11,telefone,679,1.0
79,2025-09-04,chat_site,805,3.0
80,2025-08-08,whatsapp,574,5.0
80,2025-09-08,telefone,1155,4.0
80,2025-10-02,telefone,91,3.5
80,2025-10-05,telefone,320,4.5
80,2025-11-24,whatsapp,233,5.0
82,2025-01-22,telefone,1111,2.5
82,2025-02-11,telefone,819,3.0
82,2025-03-12,telefone,679,3.5
82,2025-04-06,chat_site,583,3.5
82,2025-04-29,chat_site,797,3.0
82,2025-05-01,whatsapp,296,3.5
82,2025-05-21,whatsapp,93,3.5
82,2025-06-10,telefone,641,3.0
82,2025-06-30,chat_site,390,2.0
83,2024-05-25,whatsapp,81,4.0
83,2024-05-29,whatsapp,375,4.0
83,2024-07-04,whatsapp,304,4.5
83,2024-07-17,whatsapp,346,4.5
83,2024-09-01,chat_site,677,5.0
83,2024-09-23,whatsapp,451,3.5
83,2024-09-28,whatsapp,458,4.0
83,2024-10-18,whatsapp,549,3.5
85,2025-06-22,chat_site,713,1.5
85,2025-06-26,telefone,270,4.0
85,2025-07-02,whatsapp,413,3.5
85,2025-07-21,whatsapp,530,3.0
85,2025-07-21,whatsapp,169,1.0
85,2025-07-26,telefone,395,3.5
85,2025-08-02,whatsapp,460,3.0
86,2025-09-05,telefone,850,2.5
86,2025-09-24,chat_site,364,4.5
86,2025-09-26,chat_site,432,4.0
86,2025-10-18,telefone,872,4.5
86,2025-12-31,telefone,1149,2.5
86,2026-01-14,whatsapp,324,3.0
86,2026-01-28,chat_site,836,4.0
87,2024-03-29,telefone,545,3.0
87,2024-04-14,telefone,492,4.0
87,2024-04-25,chat_site,367,2.5
87,2024-05-06,telefone,98,4.0
87,2024-06-04,chat_site,647,3.0
87,2024-06-28,telefone,949,3.0
87,2024-07-09,chat_site,854,2.5
87,2024-08-09,whatsapp,143,5.0
94,2025-02-19,chat_site,190,4.0
94,2025-04-07,whatsapp,288,3.5
96,2024-09-02,whatsapp,259,4.5
96,2024-09-21,telefone,1174,4.5
96,2024-10-02,telefone,836,4.0
96,2024-10-31,chat_site,846,2.5
96,2024-12-04,telefone,552,5.0
96,2025-02-02,telefone,1081,3.5
96,2025-02-20,chat_site,246,2.0
99,2025-08-25,chat_site,426,3.0
100,2024-05-08,telefone,192,4.5
100,2024-05-22,whatsapp,83,3.0
100,2024-10-03,telefone,313,3.5
100,2024-10-19,chat_site,483,5.0
102,2024-06-25,telefone,157,4.5
102,2024-07-25,chat_site,394,3.5
102,2024-09-09,whatsapp,555,4.5
102,2024-09-20,chat_site,390,5.0
102,2024-10-09,chat_site,578,1.5
102,2024-11-21,whatsapp,179,3.5
103,2026-01-25,chat_site,192,2.0
103,2026-01-25,telefone,799,3.5
103,2026-01-30,whatsapp,200,3.0
103,2026-02-07,telefone,517,3.0
103,2026-02-13,telefone,948,2.5
103,2026-02-14,whatsapp,513,4.0
103,2026-02-26,telefone,841,2.5
103,2026-02-28,telefone,807,2.5
103,2026-03-26,whatsapp,222,1.5
103,2026-03-29,telefone,844,1.5
103,2026-04-02,telefone,1128,4.5
103,2026-04-02,telefone,668,2.0
105,2025-11-19,telefone,767,2.5
105,2025-11-19,chat_site,692,1.0
105,2025-12-10,telefone,209,1.0
105,2025-12-24,telefone,1158,4.0
105,2026-01-09,chat_site,236,1.5
105,2026-01-10,chat_site,693,3.0
105,2026-01-14,telefone,535,2.0
106,2025-11-24,telefone,611,2.5
106,2025-11-27,telefone,232,4.0
106,2026-01-08,telefone,744,2.5
106,2026-01-28,telefone,124,4.5
106,2026-02-13,whatsapp,264,3.5
106,2026-03-08,chat_site,838,3.0
106,2026-04-10,whatsapp,366,4.0
106,2026-04-27,telefone,1165,4.5
107,2025-11-04,whatsapp,526,3.5
107,2025-11-27,telefone,1167,2.5
107,2025-12-05,whatsapp,175,3.5
107,2026-01-09,whatsapp,560,4.5
109,2025-02-08,whatsapp,304,4.5
109,2025-02-16,whatsapp,74,1.0
109,2025-03-24,chat_site,774,5.0
109,2025-04-03,chat_site,64,2.0
109,2025-04-06,telefone,717,3.0
109,2025-04-24,chat_site,240,1.0
109,2025-06-25,chat_site,510,1.5
109,2025-07-02,chat_site,842,2.0
109,2025-07-07,chat_site,559,1.0
110,2025-10-08,chat_site,159,2.0
110,2025-10-11,telefone,900,3.0
110,2025-11-03,whatsapp,373,3.0
110,2025-11-09,whatsapp,373,4.0
110,2025-11-12,telefone,1060,3.0
110,2025-11-18,whatsapp,148,3.0
110,2025-11-24,telefone,636,3.5
110,2025-11-24,whatsapp,284,3.5
110,2025-12-01,whatsapp,309,1.0
110,2025-12-03,telefone,471,3.5
112,2025-11-21,telefone,695,2.5
112,2025-11-24,chat_site,509,5.0
112,2025-12-05,chat_site,825,2.0
112,2025-12-14,chat_site,313,3.0
112,2025-12-29,telefone,220,5.0
112,2026-02-03,telefone,166,3.0
113,2025-04-28,chat_site,514,4.5
113,2025-05-08,chat_site,300,5.0
113,2025-05-30,chat_site,757,3.5
113,2025-06-15,chat_site,835,3.5
113,2025-08-23,whatsapp,489,4.0
113,2025-08-24,chat_site,427,5.0
113,2025-09-19,whatsapp,440,3.5
113,2025-09-29,telefone,306,1.5
116,2025-05-19,telefone,264,5.0
116,2025-06-02,telefone,827,3.0
116,2025-07-15,telefone,1125,3.0
116,2025-07-22,chat_site,846,4.5
118,2024-06-24,chat_site,607,5.0
118,2024-08-15,chat_site,785,5.0
118,2024-09-18,telefone,541,5.0
119,2024-08-21,whatsapp,412,4.5
119,2024-09-04,telefone,1091,4.0
119,2024-09-28,chat_site,201,2.5
119,2024-10-11,telefone,679,1.5
119,2024-10-30,whatsapp,340,3.0
119,2024-12-03,chat_site,490,2.0
120,2024-04-14,whatsapp,547,2.5
120,2024-04-24,telefone,617,3.0
120,2024-04-29,whatsapp,212,2.5
120,2024-05-26,whatsapp,294,5.0
120,2024-05-28,whatsapp,291,5.0
120,2024-06-07,whatsapp,417,2.0
120,2024-06-22,telefone,788,3.0
120,2024-07-02,whatsapp,498,1.5
121,2025-01-15,chat_site,687,3.0
121,2025-03-02,telefone,980,1.5
121,2025-03-13,telefone,261,4.0
121,2025-04-14,whatsapp,452,3.5
121,2025-05-27,whatsapp,470,2.5
122,2025-08-05,whatsapp,140,2.5
122,2025-08-15,whatsapp,97,4.0
122,2025-09-28,whatsapp,171,4.5
122,2025-12-22,chat_site,436,2.5
123,2025-10-18,chat_site,214,5.0
123,2025-11-28,telefone,392,4.0
124,2025-02-15,chat_site,456,2.0
124,2025-03-03,chat_site,575,3.0
124,2025-04-27,chat_site,698,4.5
124,2025-06-14,telefone,180,1.0
124,2025-06-18,whatsapp,303,4.0
124,2025-07-23,whatsapp,366,2.5
128,2025-11-14,whatsapp,503,3.5
128,2025-12-07,chat_site,569,1.5
128,2026-01-01,telefone,278,2.5
128,2026-01-10,whatsapp,176,4.0
128,2026-01-14,chat_site,109,3.0
128,2026-02-06,whatsapp,510,3.0
130,2025-07-17,whatsapp,478,3.5
130,2025-07-21,telefone,1160,4.0
130,2025-10-16,chat_site,628,2.0
130,2025-10-21,chat_site,711,3.5
130,2025-10-29,whatsapp,62,1.0
130,2025-11-29,telefone,1086,4.5
130,2025-12-01,chat_site,495,2.5
132,2025-08-26,chat_site,680,3.0
132,2025-09-27,chat_site,639,4.0
133,2024-04-19,telefone,312,5.0
133,2024-04-24,telefone,325,3.5
133,2024-05-19,telefone,395,3.5
133,2024-06-07,chat_site,822,3.5
133,2024-06-18,telefone,791,1.5
133,2024-07-15,chat_site,173,4.0
133,2024-07-30,telefone,533,4.0
134,2025-05-13,telefone,1031,3.5
134,2025-08-15,chat_site,143,2.0
134,2025-09-12,chat_site,579,3.5
136,2024-10-18,telefone,1185,4.0
136,2024-11-05,whatsapp,188,3.5
136,2024-11-15,chat_site,720,4.5
136,2024-11-27,whatsapp,509,3.5
136,2024-12-19,whatsapp,196,3.0
136,2024-12-29,telefone,670,3.5
136,2025-01-14,chat_site,831,2.0
136,2025-02-04,chat_site,743,4.0
136,2025-02-16,whatsapp,98,5.0
136,2025-03-06,telefone,1185,3.5
138,2024-04-19,telefone,320,3.0
138,2024-05-07,whatsapp,241,4.0
138,2024-06-24,chat_site,442,3.0
138,2024-07-21,whatsapp,178,3.0
139,2024-10-23,whatsapp,343,3.5
139,2024-12-01,whatsapp,527,4.0
139,2025-01-12,telefone,954,1.5
139,2025-01-15,telefone,544,4.0
139,2025-03-02,telefone,581,2.0
139,2025-03-03,whatsapp,443,1.0
139,2025-03-22,whatsapp,302,4.5
139,2025-04-16,whatsapp,126,5.0
140,2025-01-07,telefone,277,4.5
140,2025-01-30,chat_site,755,2.5
140,2025-03-06,telefone,158,2.5
140,2025-03-10,telefone,1188,3.5
140,2025-06-10,chat_site,131,2.5
140,2025-07-02,whatsapp,478,3.5
142,2024-07-16,chat_site,414,3.5
142,2024-08-12,telefone,806,4.0
142,2024-08-21,telefone,260,4.0
142,2024-09-20,telefone,1040,3.5
142,2024-10-04,telefone,592,4.5
142,2024-10-31,chat_site,638,2.5
143,2024-11-07,telefone,782,2.0
143,2025-01-03,whatsapp,389,3.0
143,2025-01-24,whatsapp,99,3.5
147,2024-03-24,whatsapp,449,5.0
147,2024-04-06,whatsapp,124,5.0
147,2024-04-22,whatsapp,561,4.0
147,2024-05-12,chat_site,528,4.0
147,2024-05-23,whatsapp,98,1.0
147,2024-05-30,chat_site,453,1.5
147,2024-07-12,telefone,195,3.5
147,2024-07-26,telefone,249,4.5
148,2024-08-09,whatsapp,273,4.0
148,2024-08-17,whatsapp,406,3.5
148,2024-08-23,telefone,1138,4.0
148,2024-10-15,chat_site,480,4.5
148,2024-12-20,telefone,408,3.5
148,2025-01-13,chat_site,669,1.0
154,2024-10-16,whatsapp,181,2.5
154,2024-11-26,whatsapp,223,5.0
154,2024-12-17,chat_site,548,3.0
154,2025-01-01,telefone,976,2.0
155,2025-02-08,telefone,567,3.5
155,2025-03-22,chat_site,218,2.0
155,2025-04-16,telefone,1182,3.5
155,2025-05-24,telefone,704,4.0
155,2025-06-13,telefone,395,4.0
155,2025-06-27,telefone,1079,3.5
156,2025-07-17,chat_site,120,3.5
156,2025-07-17,telefone,749,3.0
156,2025-08-19,whatsapp,548,4.0
156,2025-08-20,telefone,246,2.5
156,2025-10-03,whatsapp,451,2.5
156,2025-12-04,whatsapp,557,4.5
156,2025-12-25,telefone,619,1.5
159,2025-03-26,chat_site,712,4.0
159,2025-04-04,telefone,779,2.5
159,2025-06-19,telefone,759,3.0
159,2025-07-10,telefone,270,1.5
159,2025-08-20,telefone,549,2.0
160,2026-01-27,chat_site,848,4.0
160,2026-02-11,whatsapp,584,3.5
160,2026-02-23,chat_site,255,3.0
160,2026-03-13,telefone,876,1.0
160,2026-03-25,whatsapp,391,4.0
160,2026-03-28,whatsapp,354,3.0
160,2026-04-03,whatsapp,100,1.0
160,2026-04-06,telefone,508,3.5
160,2026-04-08,chat_site,322,1.5
162,2025-09-15,chat_site,377,2.5
162,2025-10-09,whatsapp,127,2.0
162,2026-01-04,telefone,834,1.5
162,2026-01-10,whatsapp,199,1.0
163,2024-12-16,whatsapp,195,2.5
163,2024-12-23,whatsapp,516,2.5
163,2025-01-27,telefone,812,3.5
163,2025-02-16,whatsapp,142,4.0
163,2025-03-06,whatsapp,206,3.5
163,2025-04-23,telefone,323,3.0
164,2024-12-27,telefone,812,3.5
164,2025-01-18,telefone,449,4.0
164,2025-03-11,chat_site,391,3.5
164,2025-04-19,whatsapp,71,3.0
164,2025-04-28,whatsapp,138,2.5
164,2025-05-19,whatsapp,112,2.0
167,2024-09-30,telefone,697,2.0
167,2024-10-09,telefone,1155,2.5
167,2024-11-06,chat_site,440,4.0
167,2024-11-17,chat_site,125,3.0
167,2024-12-07,telefone,617,3.5
167,2024-12-26,whatsapp,217,5.0
167,2025-01-13,chat_site,415,3.5
167,2025-01-21,whatsapp,355,3.0
167,2025-02-05,chat_site,799,3.5
167,2025-03-28,chat_site,483,1.5
167,2025-03-28,telefone,1047,1.0
169,2024-10-11,telefone,534,3.5
169,2024-10-16,telefone,844,1.5
169,2024-10-23,whatsapp,248,2.0
169,2024-11-11,telefone,724,2.5
169,2024-11-15,telefone,151,1.5
169,2024-11-16,telefone,716,3.5
171,2024-04-20,whatsapp,443,2.0
171,2024-05-03,whatsapp,340,3.5
171,2024-05-10,telefone,214,3.5
171,2024-07-26,whatsapp,99,3.5
171,2024-07-27,telefone,1119,3.0
171,2024-09-01,telefone,462,1.0
173,2026-01-27,telefone,453,3.5
173,2026-01-28,telefone,755,3.5
173,2026-03-16,chat_site,892,3.0
173,2026-03-27,whatsapp,77,3.0
174,2025-09-28,telefone,1121,5.0
174,2025-10-01,chat_site,292,1.5
174,2025-11-01,telefone,818,3.0
174,2025-12-08,chat_site,496,5.0
174,2026-01-25,telefone,1041,3.5
174,2026-01-28,whatsapp,415,4.0
174,2026-02-05,whatsapp,159,3.5
174,2026-02-12,telefone,587,4.0
175,2025-11-22,whatsapp,365,4.0
175,2025-12-05,telefone,765,5.0
175,2025-12-14,chat_site,719,1.5
175,2025-12-25,telefone,709,3.0
175,2025-12-27,chat_site,202,4.0
175,2025-12-28,telefone,98,5.0
175,2026-01-20,telefone,1133,2.0
175,2026-01-23,whatsapp,122,2.0
180,2025-05-12,whatsapp,314,2.0
180,2025-05-20,telefone,296,1.5
180,2025-06-11,telefone,263,4.0
180,2025-06-28,whatsapp,557,3.5
180,2025-07-02,chat_site,334,2.0
180,2025-07-08,telefone,187,1.0
182,2024-05-31,telefone,203,3.0
182,2024-06-17,whatsapp,243,1.5
182,2024-09-02,chat_site,397,1.5
182,2024-09-13,telefone,1062,3.0
182,2024-09-20,telefone,608,4.0
182,2024-10-08,telefone,298,3.5
182,2024-10-24,telefone,419,2.0
183,2025-05-07,telefone,946,4.0
183,2025-06-04,chat_site,163,3.0
183,2025-07-17,chat_site,824,4.0
183,2025-08-25,whatsapp,350,4.5
184,2025-08-15,chat_site,667,3.5
184,2025-08-17,whatsapp,379,3.5
184,2025-09-30,chat_site,767,3.5
184,2025-12-13,whatsapp,524,4.0
184,2026-01-04,whatsapp,144,4.0
184,2026-01-14,telefone,872,2.0
187,2024-06-11,whatsapp,584,2.0
187,2024-06-12,telefone,860,4.0
188,2024-12-21,whatsapp,109,4.5
188,2025-01-19,whatsapp,235,4.0
188,2025-02-16,whatsapp,393,4.0
188,2025-03-18,telefone,254,4.0
188,2025-03-19,telefone,1194,3.5
188,2025-04-25,telefone,409,3.0
188,2025-05-03,whatsapp,515,3.0
190,2024-10-15,telefone,556,2.5
190,2024-10-21,whatsapp,328,3.5
190,2025-01-10,chat_site,678,3.5
192,2025-07-06,telefone,897,4.5
192,2025-08-08,telefone,875,5.0
192,2025-11-19,telefone,1017,3.0
192,2025-12-02,telefone,905,2.5
193,2025-07-08,chat_site,461,4.0
193,2025-07-12,chat_site,304,3.5
193,2025-08-13,telefone,554,3.0
193,2025-08-25,whatsapp,506,3.5
193,2025-10-24,whatsapp,435,5.0
193,2025-11-01,telefone,325,1.0
193,2025-11-09,telefone,429,1.0
197,2024-10-31,chat_site,700,4.0
197,2024-12-17,whatsapp,518,4.5
198,2024-05-05,telefone,523,5.0
198,2024-05-26,whatsapp,359,4.5
198,2024-08-13,chat_site,387,3.5
198,2024-09-14,telefone,682,4.5
198,2024-10-06,telefone,984,3.5
199,2024-11-11,telefone,242,3.0
199,2024-11-13,chat_site,116,2.0
199,2024-11-26,telefone,1020,3.0
199,2025-02-09,chat_site,141,1.0
199,2025-02-22,telefone,1029,2.5
201,2024-11-08,whatsapp,422,5.0
201,2024-12-28,telefone,464,3.5
201,2025-01-02,chat_site,695,4.0
201,2025-01-20,whatsapp,468,3.0
201,2025-01-23,whatsapp,319,3.0
201,2025-03-12,whatsapp,491,3.0
201,2025-03-27,whatsapp,376,4.5
201,2025-04-07,whatsapp,397,2.5
201,2025-04-23,telefone,1027,3.5
203,2025-03-13,chat_site,676,5.0
203,2025-03-29,chat_site,434,1.5
203,2025-04-05,whatsapp,452,3.0
203,2025-05-13,whatsapp,238,5.0
205,2025-05-28,telefone,1039,1.5
205,2025-06-04,chat_site,382,1.5
205,2025-07-04,whatsapp,577,4.0
205,2025-07-08,chat_site,604,2.5
205,2025-07-21,telefone,1090,1.0
205,2025-07-22,whatsapp,341,3.5
205,2025-07-23,whatsapp,78,3.5
205,2025-07-31,chat_site,226,5.0
206,2024-08-15,whatsapp,530,2.0
206,2024-08-31,telefone,222,1.0
206,2024-09-02,whatsapp,182,2.0
206,2024-09-11,chat_site,77,2.5
206,2024-09-13,telefone,987,4.0
206,2024-09-20,whatsapp,258,2.5
206,2024-09-22,chat_site,818,2.5
206,2024-09-24,telefone,144,3.0
207,2025-10-31,telefone,957,3.0
207,2025-12-01,whatsapp,60,3.5
207,2025-12-11,telefone,575,3.5
207,2026-02-26,telefone,444,4.5
207,2026-03-08,chat_site,577,2.5
210,2025-12-15,whatsapp,500,4.0
210,2025-12-31,whatsapp,234,4.5
210,2026-01-01,whatsapp,393,5.0
210,2026-02-11,telefone,529,5.0
210,2026-02-21,whatsapp,263,4.5
210,2026-02-28,whatsapp,68,3.5
211,2024-08-26,chat_site,666,5.0
211,2024-10-16,telefone,306,3.0
211,2024-12-02,telefone,312,2.5
211,2024-12-03,whatsapp,303,4.0
211,2024-12-11,chat_site,784,3.0
211,2024-12-12,telefone,228,2.5
211,2025-01-07,chat_site,851,3.5
211,2025-01-18,telefone,1129,4.0
212,2025-09-15,telefone,147,4.0
