id_cliente,ano_mes,receita_bruta
16,2025-12,110.75
16,2026-01,117.76
16,2026-02,142.4
16,2026-03,136.42
16,2026-04,145.13
16,2026-05,138.05
17,2025-03,97.02
17,2025-04,95.23
17,2025-05,95.73
17,2025-06,99.26
17,2025-07,78.42
17,2025-08,93.33
17,2025-09,94.03
17,2025-10,99.37
17,2025-11,90.84
17,2025-12,73.75
17,2026-01,76.23
17,2026-02,91.64
17,2026-03,96.53
17,2026-04,93.46
17,2026-05,98.06
18,2024-04,68.27
18,2024-05,62.96
18,2024-07,62.61
18,2024-08,76.7
18,2024-09,76.88
18,2024-10,74.15
18,2024-11,72.65
18,2024-12,61.81
18,2025-01,61.67
18,2025-02,77.25
18,2025-03,73.9
18,2025-04,73.64
18,2025-05,79.72
18,2025-06,73.14
18,2025-07,68.47
18,2025-08,77.75
18,2025-09,77.07
18,2025-10,74.86
18,2025-11,78.88
18,2025-12,64.12
18,2026-01,62.96
18,2026-02,77.68
18,2026-03,76.03
18,2026-04,72.87
18,2026-05,79.88
19,2025-12,60.67
19,2026-01,63.18
19,2026-02,77.74
19,2026-03,76.93
19,2026-04,72.72
19,2026-05,73.96
20,2025-01,68.06
20,2025-02,91.4
20,2025-03,83.94
20,2025-04,90.49
20,2025-05,87.97
20,2025-06,90.22
20,2025-07,75.85
20,2025-08,89.67
20,2025-09,89.34
20,2025-10,85.23
20,2025-11,91.12
20,2025-12,71.7
20,2026-01,68.58
20,2026-02,85.63
20,2026-03,87.61
20,2026-04,90.66
20,2026-05,89.91
21,2025-03,198.4
21,2025-04,208.63
21,2025-05,194.74
21,2025-06,198.82
21,2025-07,164.32
21,2025-08,192.15
21,2025-09,194.63
21,2025-10,193.74
21,2025-11,201.57
21,2025-12,169.88
21,2026-01,156.56
21,2026-02,209.24
21,2026-03,205.17
21,2026-04,195.09
21,2026-05,197.53
22,2024-11,118.53
22,2024-12,95.35
22,2025-01,91.43
22,2025-02,110.06
22,2025-03,111.38
22,2025-04,116.69
22,2025-05,110.48
22,2025-06,115.61
22,2025-07,99.85
22,2025-08,117.36
22,2025-09,110.88
22,2025-10,114.73
22,2025-11,114.77
22,2025-12,96.38
22,2026-01,92.96
22,2026-02,114.12
22,2026-03,110.86
22,2026-04,117.43
22,2026-05,116.57
23,2024-06,76.26
23,2024-07,66.77
23,2024-08,77.92
23,2024-09,73.64
23,2024-10,72.7
23,2024-11,78.29
23,2024-12,62.08
23,2025-01,63.64
23,2025-02,75.06
23,2025-03,78.55
23,2025-04,72.25
23,2025-05,75.76
23,2025-06,75.06
23,2025-07,61.16
23,2025-08,72.78
23,2025-09,72.48
23,2025-10,71.79
23,2025-11,78.45
23,2025-12,63.61
23,2026-01,63.16
23,2026-02,78.75
23,2026-03,77.57
23,2026-04,78.33
23,2026-05,72.81
24,2026-02,122.78
24,2026-03,112.33
24,2026-04,108.95
24,2026-05,95.38
25,2025-10,118.44
25,2025-11,124.05
25,2025-12,98.3
25,2026-01,96.61
25,2026-02,122.46
25,2026-03,120.08
25,2026-04,120.74
25,2026-05,123.2
26,2025-07,204.17
26,2025-08,235.6
26,2025-09,236.59
26,2025-10,233.68
26,2025-11,230.07
26,2025-12,184.92
26,2026-01,185.27
26,2026-02,220.89
26,2026-03,221.19
26,2026-04,217.08
26,2026-05,233.28
27,2024-12,46.06
27,2025-01,44.03
27,2025-02,53.99
27,2025-03,56.62
27,2025-04,58.54
27,2025-05,55.62
27,2025-06,58.8
27,2025-07,46.0
27,2025-08,56.24
27,2025-09,54.44
27,2025-10,55.39
27,2025-11,53.75
27,2025-12,43.56
27,2026-01,46.66
27,2026-02,57.31
27,2026-03,54.79
27,2026-04,58.7
27,2026-05,57.49
28,2025-12,50.6
28,2026-01,50.01
28,2026-02,65.18
28,2026-03,63.05
28,2026-04,60.79
28,2026-05,61.21
29,2025-04,119.4
29,2025-05,121.69
29,2025-06,126.17
29,2025-07,95.84
29,2025-08,106.65
29,2025-09,91.86
30,2025-01,52.91
30,2025-02,67.21
30,2025-03,65.78
30,2025-04,61.78
30,2025-05,66.74
30,2025-06,66.41
30,2025-07,53.35
30,2025-08,63.67
30,2025-09,59.05
30,2025-10,52.84
31,2025-01,69.17
31,2025-02,82.77
31,2025-03,86.84
31,2025-04,80.08
31,2025-05,81.76
31,2025-06,84.91
31,2025-07,71.62
31,2025-08,82.41
31,2025-09,84.63
31,2025-10,84.9
31,2025-11,83.6
31,2025-12,65.94
31,2026-01,67.96
31,2026-02,83.33
31,2026-03,85.43
31,2026-04,84.23
31,2026-05,82.93
32,2024-07,16.84
32,2024-08,18.94
32,2024-09,17.29
32,2024-12,17.82
32,2025-01,18.11
32,2025-02,21.61
32,2025-03,21.88
32,2025-04,21.65
32,2025-05,21.24
32,2025-06,21.63
32,2025-07,18.15
32,2025-08,21.29
32,2025-09,22.27
32,2025-10,21.53
32,2025-11,20.54
32,2025-12,17.36
32,2026-01,18.1
32,2026-02,20.54
32,2026-03,22.4
32,2026-04,22.44
32,2026-05,21.52
33,2024-03,116.44
33,2024-04,116.52
33,2024-05,121.08
33,2024-06,125.92
33,2024-07,109.6
33,2024-08,112.31
33,2024-09,110.07
33,2024-10,97.98
34,2025-04,147.59
34,2025-05,140.7
34,2025-06,136.45
34,2025-07,123.36
34,2025-08,134.94
34,2025-09,147.81
34,2025-10,147.8
34,2025-11,135.8
34,2025-12,115.19
34,2026-01,118.02
34,2026-02,141.07
34,2026-03,141.27
34,2026-04,148.23
34,2026-05,137.76
35,2026-01,111.44
35,2026-02,145.37
35,2026-03,143.48
35,2026-04,142.01
35,2026-05,135.02
36,2024-02,146.64
36,2024-03,150.19
36,2024-04,145.67
36,2024-05,149.97
36,2024-06,150.59
36,2024-07,126.23
36,2024-08,149.75
36,2024-09,148.26
36,2024-10,152.62
36,2024-11,150.32
36,2024-12,125.74
36,2025-01,115.7
36,2025-02,142.58
36,2025-03,145.0
36,2025-04,143.95
36,2025-05,150.05
36,2025-06,145.17
36,2025-07,122.07
36,2025-08,146.41
36,2025-09,149.8
36,2025-10,152.87
36,2025-11,148.74
36,2025-12,126.76
36,2026-01,117.51
36,2026-02,149.87
36,2026-03,145.97
36,2026-04,154.25
36,2026-05,144.99
37,2025-12,140.34
37,2026-01,140.0
37,2026-02,170.01
37,2026-03,164.12
37,2026-04,179.54
37,2026-05,177.46
38,2025-12,57.39
38,2026-01,60.05
38,2026-02,72.3
38,2026-03,73.4
38,2026-04,68.71
38,2026-05,75.34
39,2024-08,80.31
39,2024-09,78.66
39,2024-10,76.96
39,2024-11,79.66
39,2024-12,59.5
39,2025-01,59.59
39,2025-02,74.22
39,2025-03,75.06
39,2025-04,78.48
39,2025-05,77.12
39,2025-06,76.31
39,2025-07,67.75
39,2025-08,75.47
39,2025-09,73.69
39,2025-10,76.08
39,2025-11,78.92
39,2025-12,62.07
39,2026-01,65.2
39,2026-02,79.61
39,2026-03,79.11
39,2026-04,78.97
39,2026-05,77.5
40,2025-06,81.61
40,2025-07,68.45
40,2025-08,78.43
40,2025-09,83.42
40,2025-10,79.84
40,2025-11,83.24
40,2025-12,68.64
40,2026-01,64.82
40,2026-02,79.6
40,2026-03,78.22
40,2026-04,80.69
40,2026-05,82.13
41,2024-05,121.25
41,2024-06,121.87
41,2024-07,101.74
41,2024-08,115.64
41,2024-09,117.97
41,2024-10,125.1
41,2024-11,118.73
41,2024-12,93.51
41,2025-01,97.56
41,2025-02,123.64
41,2025-03,124.49
41,2025-04,120.38
41,2025-05,122.29
41,2025-06,124.4
41,2025-07,108.13
41,2025-08,123.12
41,2025-09,123.74
41,2025-10,116.55
41,2025-11,120.46
41,2025-12,102.12
41,2026-01,94.96
41,2026-02,119.11
41,2026-03,123.58
41,2026-04,126.3
41,2026-05,116.07
42,2025-10,146.49
42,2025-11,156.14
42,2025-12,126.74
42,2026-01,125.36
42,2026-02,157.09
42,2026-03,157.65
42,2026-04,157.11
42,2026-05,150.9
43,2025-08,64.46
43,2025-09,65.2
43,2025-10,68.13
43,2025-11,64.61
43,2025-12,56.73
43,2026-01,52.84
43,2026-02,64.34
43,2026-03,65.33
43,2026-04,64.08
43,2026-05,64.87
44,2024-10,132.99
44,2024-11,139.94
44,2024-12,108.93
44,2025-01,112.33
44,2025-02,138.68
44,2025-03,124.36
44,2025-04,116.85
44,2025-05,112.4
45,2024-02,144.89
45,2024-03,132.54
45,2024-04,114.55
46,2026-04,55.11
46,2026-05,47.24
47,2025-01,54.34
47,2025-02,66.83
47,2025-03,67.85
47,2025-04,69.47
47,2025-05,72.08
47,2025-06,71.5
47,2025-07,54.8
47,2025-08,60.01
47,2025-09,54.2
48,2026-01,179.32
48,2026-02,226.47
48,2026-03,226.56
48,2026-04,227.28
48,2026-05,223.77
49,2025-07,51.09
49,2025-08,62.89
49,2025-09,58.67
49,2025-10,61.39
49,2025-11,62.71
49,2025-12,48.92
49,2026-01,48.55
49,2026-02,57.76
49,2026-03,61.56
49,2026-04,62.51
49,2026-05,62.92
50,2025-10,138.5
50,2025-11,141.99
50,2025-12,110.45
50,2026-01,110.73
50,2026-02,141.99
50,2026-03,140.1
50,2026-04,146.83
50,2026-05,137.01
51,2025-10,150.5
51,2025-11,145.58
51,2025-12,119.13
51,2026-01,125.44
51,2026-02,156.03
51,2026-03,144.14
51,2026-04,149.74
51,2026-05,151.01
52,2024-06,219.44
52,2024-07,184.98
52,2024-08,217.49
52,2024-09,234.33
52,2024-10,225.57
52,2024-11,218.22
52,2024-12,186.95
52,2025-01,183.34
52,2025-02,221.55
52,2025-03,213.71
52,2025-04,230.87
52,2025-05,229.41
52,2025-06,219.18
52,2025-07,187.94
52,2025-08,219.39
52,2025-09,228.35
52,2025-10,219.9
52,2025-11,220.27
52,2025-12,179.52
52,2026-01,190.49
52,2026-02,223.63
52,2026-03,221.77
52,2026-04,223.85
52,2026-05,229.45
53,2024-11,84.28
53,2024-12,64.94
53,2025-01,64.77
53,2025-02,78.97
53,2025-03,82.58
53,2025-04,81.59
53,2025-05,79.24
53,2025-06,80.49
53,2025-07,66.83
53,2025-08,81.89
53,2025-09,78.34
53,2025-10,79.13
53,2025-11,76.87
53,2025-12,63.21
53,2026-01,63.05
53,2026-02,82.23
53,2026-03,81.9
53,2026-04,80.64
53,2026-05,79.43
54,2025-02,173.9
54,2025-03,174.85
54,2025-04,177.24
54,2025-05,175.97
54,2025-06,167.4
54,2025-07,147.59
54,2025-08,166.14
54,2025-09,177.46
54,2025-10,174.78
54,2025-11,180.38
54,2025-12,134.28
54,2026-01,139.49
54,2026-02,175.99
54,2026-03,178.46
54,2026-04,178.22
54,2026-05,167.0
55,2025-02,256.06
55,2025-03,261.59
55,2025-04,242.45
55,2025-05,246.99
55,2025-06,242.85
55,2025-07,217.13
55,2025-08,264.95
55,2025-09,256.96
55,2025-10,252.2
55,2025-11,260.6
55,2025-12,205.99
55,2026-01,204.09
55,2026-02,256.46
55,2026-03,253.48
55,2026-04,256.77
55,2026-05,260.84
56,2024-02,30.45
56,2024-03,30.89
56,2024-04,31.95
56,2024-05,28.95
56,2024-06,28.6
56,2024-07,21.31
57,2025-04,21.21
57,2025-05,20.64
57,2025-06,20.52
57,2025-07,17.74
57,2025-08,21.71
57,2025-09,20.45
57,2025-10,19.2
57,2025-11,17.0
57,2026-01,17.02
57,2026-02,22.08
57,2026-03,22.18
57,2026-04,21.82
57,2026-05,20.81
58,2024-05,103.5
58,2024-06,105.84
58,2024-07,90.59
58,2024-08,110.01
58,2024-09,107.8
58,2024-10,105.03
58,2024-11,104.64
58,2024-12,86.69
58,2025-01,88.5
58,2025-02,107.63
58,2025-03,104.97
58,2025-04,108.83
58,2025-05,112.9
58,2025-06,104.06
58,2025-07,92.44
58,2025-08,106.2
58,2025-09,104.51
58,2025-10,111.58
58,2025-11,112.46
58,2025-12,85.75
58,2026-01,85.73
58,2026-02,103.15
58,2026-03,108.81
58,2026-04,102.45
58,2026-05,107.5
59,2025-09,114.97
59,2025-10,117.87
59,2025-11,108.38
59,2025-12,94.04
59,2026-01,94.52
59,2026-02,109.36
59,2026-03,117.8
59,2026-04,114.39
59,2026-05,113.42
60,2025-08,86.33
60,2025-09,90.1
60,2025-10,92.84
60,2025-11,94.42
60,2025-12,72.85
60,2026-01,71.63
60,2026-02,87.29
60,2026-03,94.58
60,2026-04,88.19
60,2026-05,94.36
61,2026-02,69.72
61,2026-03,71.65
61,2026-04,70.62
61,2026-05,74.63
62,2025-09,128.51
62,2025-10,135.29
62,2025-11,132.13
62,2025-12,110.1
62,2026-01,111.26
62,2026-02,140.1
62,2026-03,134.64
62,2026-04,131.84
62,2026-05,132.73
63,2024-11,82.03
63,2024-12,67.92
63,2025-01,73.08
63,2025-02,89.76
63,2025-03,82.19
63,2025-04,90.21
63,2025-05,88.59
63,2025-06,81.8
63,2025-07,76.83
63,2025-08,90.04
63,2025-09,87.19
63,2025-10,88.56
63,2025-11,84.64
63,2025-12,70.19
63,2026-01,71.3
63,2026-02,86.61
63,2026-03,84.4
63,2026-04,87.36
63,2026-05,88.99
64,2026-04,75.93
64,2026-05,78.4
65,2024-12,165.68
65,2025-01,160.73
65,2025-02,194.27
65,2025-03,200.77
65,2025-04,190.48
65,2025-05,188.21
65,2025-06,188.13
65,2025-07,169.58
65,2025-08,203.85
65,2025-09,190.78
65,2025-10,201.33
65,2025-11,187.15
65,2025-12,156.52
65,2026-01,161.29
65,2026-02,202.63
65,2026-03,204.92
65,2026-04,198.82
65,2026-05,195.49
66,2024-10,76.17
66,2024-11,73.68
66,2024-12,58.23
66,2025-01,57.67
66,2025-02,70.26
66,2025-03,74.92
66,2025-04,72.44
66,2025-05,76.27
66,2025-06,72.75
66,2025-07,64.63
66,2025-08,70.38
66,2025-09,70.53
66,2025-10,71.42
66,2025-11,70.82
66,2025-12,61.98
66,2026-01,60.98
66,2026-02,71.97
66,2026-03,73.22
66,2026-04,73.32
66,2026-05,73.86
67,2026-02,108.77
67,2026-03,105.87
67,2026-04,115.07
67,2026-05,109.37
68,2024-11,37.79
68,2024-12,28.8
68,2025-01,28.15
68,2025-02,35.67
68,2025-03,36.89
68,2025-04,36.27
68,2025-05,34.73
68,2025-06,34.71
68,2025-07,31.71
68,2025-08,37.13
68,2025-09,34.85
68,2025-10,37.34
68,2025-11,35.71
68,2025-12,28.09
68,2026-01,28.87
68,2026-02,37.1
68,2026-03,36.83
68,2026-04,36.2
68,2026-05,35.47
69,2024-03,125.44
69,2024-04,125.55
69,2024-05,126.81
69,2024-06,126.37
69,2024-07,104.48
69,2024-08,124.28
69,2024-09,122.23
69,2024-10,128.24
69,2024-11,125.96
69,2024-12,104.53
69,2025-01,98.52
69,2025-02,124.97
69,2025-03,122.88
69,2025-04,121.76
69,2025-05,130.41
69,2025-06,122.26
69,2025-07,105.27
69,2025-08,125.25
69,2025-09,124.31
69,2025-10,132.27
69,2025-11,133.14
69,2025-12,101.96
69,2026-01,99.69
69,2026-02,126.92
69,2026-03,126.89
69,2026-04,126.51
69,2026-05,120.85
70,2025-02,71.38
70,2025-03,73.04
70,2025-04,75.19
70,2025-05,70.45
70,2025-06,74.42
70,2025-07,60.4
70,2025-08,69.07
70,2025-09,73.54
70,2025-10,70.39
70,2025-11,75.5
70,2025-12,61.2
70,2026-01,56.34
70,2026-02,70.24
70,2026-03,70.36
70,2026-04,75.44
70,2026-05,69.4
71,2025-11,74.54
71,2025-12,59.05
71,2026-01,53.7
71,2026-02,62.8
71,2026-04,77.46
71,2026-05,72.51
72,2024-06,117.05
72,2024-07,100.98
72,2024-08,121.29
72,2024-09,116.12
72,2024-10,122.46
72,2024-11,113.85
72,2024-12,98.48
72,2025-01,98.92
72,2025-02,118.94
72,2025-03,122.94
72,2025-04,116.4
72,2025-05,119.79
72,2025-06,111.7
72,2025-07,98.4
72,2025-08,118.23
72,2025-09,121.86
72,2025-10,122.77
72,2025-11,118.38
72,2025-12,98.46
72,2026-01,97.92
72,2026-02,120.66
72,2026-03,112.89
72,2026-04,117.2
72,2026-05,117.29
73,2025-01,119.49
73,2025-02,151.02
73,2025-03,153.02
73,2025-04,147.14
73,2025-05,150.61
73,2025-06,147.23
73,2025-07,127.01
73,2025-08,145.99
73,2025-09,153.07
73,2025-10,150.99
73,2025-11,150.03
73,2025-12,116.45
73,2026-01,118.29
73,2026-02,151.65
73,2026-03,152.73
73,2026-04,153.62
73,2026-05,149.77
74,2024-04,137.55
74,2024-05,146.98
74,2024-06,141.17
74,2024-07,127.37
74,2024-08,136.36
74,2024-09,149.6
74,2024-10,135.98
74,2024-11,124.23
74,2024-12,93.79
75,2025-08,145.29
75,2025-09,136.98
75,2025-10,127.88
75,2025-11,108.34
76,2025-02,157.57
76,2025-03,154.48
76,2025-04,143.31
76,2025-05,154.15
76,2025-06,146.84
76,2025-07,134.78
76,2025-08,143.74
76,2025-09,144.17
76,2025-10,145.51
76,2025-11,154.11
76,2025-12,123.52
76,2026-01,124.44
76,2026-02,148.11
76,2026-03,156.01
76,2026-04,149.49
76,2026-05,144.8
77,2024-10,145.72
77,2024-11,146.65
77,2024-12,110.45
77,2025-01,108.09
77,2025-02,110.84
78,2024-07,77.42
78,2024-08,86.08
78,2024-09,85.8
78,2024-10,86.56
78,2024-11,87.98
78,2024-12,69.29
78,2025-01,72.67
78,2025-02,86.66
78,2025-03,87.46
78,2025-04,88.66
78,2025-05,87.06
78,2025-06,89.92
78,2025-07,76.74
78,2025-08,90.41
78,2025-09,88.35
78,2025-10,86.98
78,2025-11,85.51
78,2025-12,70.91
78,2026-01,74.02
78,2026-02,84.81
78,2026-03,85.64
78,2026-04,89.6
78,2026-05,88.81
79,2025-04,163.19
79,2025-05,160.78
79,2025-06,161.57
79,2025-07,133.14
79,2025-08,154.21
79,2025-09,149.6
79,2025-10,161.76
79,2025-11,151.92
79,2025-12,123.8
79,2026-01,124.44
79,2026-02,163.05
79,2026-03,153.9
79,2026-04,156.07
79,2026-05,161.13
80,2025-07,133.94
80,2025-08,152.38
80,2025-09,144.29
80,2025-10,146.65
80,2025-11,148.1
80,2025-12,121.86
80,2026-01,121.23
80,2026-02,152.06
80,2026-03,150.51
80,2026-04,155.28
80,2026-05,145.05
81,2026-03,162.62
81,2026-04,154.63
81,2026-05,155.6
82,2025-01,141.45
82,2025-02,168.84
82,2025-03,185.24
82,2025-04,179.34
82,2025-05,180.03
82,2025-06,172.64
82,2025-07,156.22
82,2025-08,177.64
82,2025-09,176.1
82,2025-10,180.88
82,2025-11,174.36
82,2025-12,141.97
82,2026-01,145.16
82,2026-02,179.09
82,2026-03,184.94
82,2026-04,177.73
82,2026-05,173.46
83,2024-05,120.5
83,2024-06,115.52
83,2024-07,103.84
83,2024-08,118.77
83,2024-09,118.31
83,2024-10,116.4
83,2024-11,120.04
83,2024-12,92.72
83,2025-01,98.26
83,2025-02,117.52
83,2025-03,124.96
83,2025-04,120.41
83,2025-05,123.46
83,2025-06,124.31
83,2025-07,106.84
83,2025-08,124.54
83,2025-09,116.79
83,2025-10,117.73
83,2025-11,122.59
83,2025-12,97.58
83,2026-01,98.28
83,2026-02,122.22
83,2026-03,115.46
83,2026-04,116.11
83,2026-05,121.75
84,2025-12,115.12
84,2026-01,113.74
84,2026-02,133.8
84,2026-03,131.91
84,2026-04,136.33
84,2026-05,136.06
85,2025-06,74.09
85,2025-07,61.35
85,2025-08,61.37
86,2025-08,132.69
86,2025-09,130.57
86,2025-10,136.57
86,2025-11,135.39
86,2025-12,105.39
86,2026-01,113.0
86,2026-02,138.54
86,2026-03,130.75
86,2026-04,139.44
86,2026-05,130.87
87,2024-03,133.79
87,2024-04,132.16
87,2024-05,135.45
87,2024-06,130.66
87,2024-07,110.04
87,2024-08,132.0
87,2024-09,130.09
87,2024-10,127.57
87,2024-11,131.79
87,2024-12,103.81
87,2025-01,106.68
87,2025-02,133.4
87,2025-03,135.91
87,2025-04,136.85
87,2025-05,134.4
87,2025-06,137.38
87,2025-07,113.95
87,2025-08,134.96
87,2025-09,135.75
87,2025-10,136.47
87,2025-11,135.51
87,2025-12,111.31
87,2026-01,106.71
87,2026-02,138.17
87,2026-03,130.86
87,2026-04,126.5
87,2026-05,127.98
88,2024-09,145.2
88,2024-10,140.65
88,2024-11,128.19
88,2024-12,123.84
88,2025-01,129.08
88,2025-02,160.85
88,2025-03,162.44
88,2025-04,160.81
88,2025-05,154.31
88,2025-06,166.14
88,2025-07,140.92
88,2025-08,156.26
88,2025-09,150.81
88,2025-10,158.72
88,2025-11,164.05
88,2025-12,132.24
88,2026-01,133.21
88,2026-02,165.7
88,2026-03,161.64
88,2026-04,152.92
88,2026-05,150.93
89,2025-10,67.44
89,2025-11,66.51
89,2025-12,49.45
90,2025-12,87.77
90,2026-01,88.8
90,2026-02,101.56
90,2026-03,100.19
90,2026-04,105.01
90,2026-05,109.1
91,2025-01,28.15
91,2025-02,35.25
91,2025-03,33.87
91,2025-04,28.51
92,2025-11,214.69
92,2025-12,162.46
92,2026-01,172.77
92,2026-02,210.56
92,2026-03,200.64
92,2026-04,210.76
92,2026-05,196.62
93,2025-12,166.64
93,2026-01,156.33
93,2026-02,197.14
93,2026-03,207.16
93,2026-04,200.92
93,2026-05,189.14
94,2024-11,28.99
94,2024-12,23.2
94,2025-01,23.7
94,2025-02,29.91
94,2025-03,29.78
94,2025-04,28.79
94,2025-05,29.91
94,2025-06,29.32
94,2025-07,25.72
94,2025-08,28.09
94,2025-09,28.94
94,2025-10,28.91
94,2025-11,28.79
94,2025-12,24.12
94,2026-01,23.79
94,2026-02,28.89
94,2026-03,29.33
94,2026-04,29.82
94,2026-05,29.73
95,2026-02,106.29
95,2026-03,100.49
95,2026-04,107.41
95,2026-05,102.06
96,2024-09,77.09
96,2024-10,71.97
96,2024-11,71.79
96,2024-12,57.59
96,2025-01,62.36
96,2025-02,72.94
96,2025-03,75.56
96,2025-04,70.17
96,2025-05,71.13
96,2025-06,70.27
96,2025-07,64.97
96,2025-08,70.59
96,2025-09,76.59
96,2025-10,74.68
96,2025-11,76.49
96,2025-12,58.94
96,2026-01,59.63
96,2026-02,70.01
96,2026-03,73.23
96,2026-04,74.14
96,2026-05,70.54
97,2024-07,33.89
97,2024-08,40.64
97,2024-09,42.09
97,2024-10,41.6
97,2024-11,40.52
97,2024-12,35.32
97,2025-01,32.63
97,2025-02,41.89
97,2025-03,40.01
97,2025-04,39.76
97,2025-05,41.56
97,2025-06,42.87
97,2025-07,35.77
97,2025-08,40.75
97,2025-09,39.6
97,2025-10,43.44
97,2025-11,40.41
97,2025-12,33.93
97,2026-01,32.05
97,2026-02,39.93
97,2026-03,40.23
97,2026-04,39.99
97,2026-05,41.73
98,2025-08,89.0
98,2025-09,91.91
98,2025-10,91.89
98,2025-11,90.06
98,2025-12,71.89
98,2026-01,71.26
98,2026-02,88.1
98,2026-03,91.61
98,2026-04,88.43
98,2026-05,91.57
99,2025-06,65.92
99,2025-07,55.06
99,2025-08,66.27
99,2025-09,65.56
99,2025-10,69.52
99,2025-11,63.27
99,2025-12,51.26
99,2026-01,55.4
99,2026-02,64.73
99,2026-03,64.18
99,2026-04,68.76
99,2026-05,66.5
100,2024-04,68.36
100,2024-05,70.18
100,2024-06,70.17
100,2024-07,63.23
100,2024-08,71.07
100,2024-09,72.45
100,2024-10,75.0
100,2024-11,75.38
100,2024-12,56.03
100,2025-01,58.53
100,2025-02,73.33
100,2025-03,73.93
100,2025-04,74.92
100,2025-05,73.54
100,2025-06,73.26
100,2025-07,58.88
100,2025-08,72.22
100,2025-09,72.61
100,2025-10,73.31
100,2025-11,72.5
100,2025-12,57.68
100,2026-01,58.13
100,2026-02,75.26
100,2026-03,70.67
100,2026-04,73.94
100,2026-05,72.67
101,2025-12,115.54
101,2026-01,118.57
101,2026-02,136.83
101,2026-03,148.04
101,2026-04,146.1
101,2026-05,140.05
102,2024-06,111.75
